month,location,new_cases,new_deaths,population_density,median_age,gdp_per_capita,life_expectancy,gdp_per_capita_cat
2021-06,United Kingdom,4829385.0,154424.0,272.898,40.8,39753.244,81.32,1
2021-07,Albania,132828.0,2456.0,104.871,38.0,11803.431,78.57,0
2021-07,Austria,646444.0,13005.0,106.749,44.4,45436.686,81.54,1
2021-07,Belarus,439828.0,3385.0,46.858,40.3,17167.967,74.79,0
2021-07,Belgium,1107036.0,25331.0,375.564,41.8,42658.576,81.63,1
2021-07,Bosnia and Herzegovina,205459.0,9675.0,68.496,42.5,11713.895,77.4,0
2021-07,Bulgaria,423629.0,18193.0,65.18,44.7,18563.307,75.05,0
2021-07,Croatia,362496.0,8245.0,73.726,44.0,22669.797,78.49,0
2021-07,Cyprus,98499.0,408.0,127.657,37.3,32415.132,80.98,1
2021-07,Czechia,1692771.0,30502.0,137.176,43.3,32605.906,79.38,1
2021-07,Denmark,313376.0,2542.0,136.52,42.3,46682.515,80.9,1
2021-07,Estonia,132392.0,1264.0,31.033,42.7,29481.252,78.74,0
2021-07,Finland,111418.0,1012.0,18.136,42.8,40585.721,81.91,1
2021-07,France,5692691.0,114558.0,122.578,42.0,38605.671,82.66,1
2021-07,Germany,3756471.0,92954.0,237.016,46.6,45229.245,81.33,1
2021-07,Greece,485507.0,12919.0,83.479,45.3,24574.382,82.24,0
2021-07,Hungary,809101.0,30020.0,108.043,43.4,26777.561,76.88,0
2021-07,Iceland,7297.0,30.0,3.404,37.3,46482.958,82.99,1
2021-07,Ireland,291603.0,5052.0,69.874,38.7,67335.293,82.3,1
2021-07,Italy,4312673.0,127942.0,205.859,47.9,35220.084,83.51,1
2021-07,Latvia,138479.0,2713.0,31.212,43.9,25063.846,75.29,0
2021-07,Lithuania,281346.0,4405.0,45.135,43.5,29524.265,75.93,0
2021-07,Luxembourg,67507.0,544.0,231.447,39.7,94277.965,82.25,1
2021-07,Malta,33973.0,438.0,1454.037,42.4,36513.323,82.53,1
2021-07,Moldova,258581.0,6790.0,123.655,37.6,5189.972,71.9,0
2021-07,Montenegro,99442.0,1533.0,46.28,39.1,16409.288,76.88,0
2021-07,Netherlands,1849276.0,17823.0,508.544,43.2,48472.545,82.28,1
2021-07,North Macedonia,156076.0,5915.0,82.6,39.1,13111.214,75.8,0
2021-07,Norway,135950.0,803.0,14.462,39.7,64800.057,82.4,1
2021-07,Poland,2883469.0,75260.0,124.027,41.8,27216.445,78.73,0
2021-07,Portugal,946976.0,17294.0,112.371,46.2,27936.896,82.05,0
2021-07,Romania,1082183.0,34267.0,85.129,43.0,23313.199,76.05,0
2021-07,Russia,6126541.0,153874.0,8.823,39.6,24765.954,72.58,0
2021-07,Serbia,719913.0,7103.0,80.291,41.2,14048.881,76.0,0
2021-07,Slovakia,392348.0,12534.0,113.128,41.2,30155.152,77.54,0
2021-07,Slovenia,258754.0,4775.0,102.619,44.5,31400.84,81.32,1
2021-07,Spain,4394169.0,83180.0,93.105,45.5,34272.36,83.56,1
2021-07,Sweden,1097185.0,14644.0,24.718,41.0,46949.283,82.8,1
2021-07,Switzerland,711189.0,10393.0,214.243,43.1,57410.166,83.78,1
2021-07,Ukraine,2206549.0,50314.0,77.39,41.4,7894.393,72.06,0
2021-07,United Kingdom,5810816.0,155688.0,272.898,40.8,39753.244,81.32,1
2021-08,Albania,143174.0,2487.0,104.871,38.0,11803.431,78.57,0
2021-08,Austria,674984.0,13095.0,106.749,44.4,45436.686,81.54,1
2021-08,Belarus,477901.0,3745.0,46.858,40.3,17167.967,74.79,0
2021-08,Belgium,1171610.0,25478.0,375.564,41.8,42658.576,81.63,1
2021-08,Bosnia and Herzegovina,212884.0,9785.0,68.496,42.5,11713.895,77.4,0
2021-08,Bulgaria,451148.0,18705.0,65.18,44.7,18563.307,75.05,0
2021-08,Croatia,372814.0,8324.0,73.726,44.0,22669.797,78.49,0
2021-08,Cyprus,114792.0,518.0,127.657,37.3,32415.132,80.98,1
2021-08,Czechia,1699312.0,30532.0,137.176,43.3,32605.906,79.38,1
2021-08,Denmark,345851.0,2577.0,136.52,42.3,46682.515,80.9,1
2021-08,Estonia,141498.0,1283.0,31.033,42.7,29481.252,78.74,0
2021-08,Finland,132837.0,1070.0,18.136,42.8,40585.721,81.91,1
2021-08,France,6379634.0,116596.0,122.578,42.0,38605.671,82.66,1
2021-08,Germany,3940516.0,93834.0,237.016,46.6,45229.245,81.33,1
2021-08,Greece,590278.0,13711.0,83.479,45.3,24574.382,82.24,0
2021-08,Hungary,811706.0,30057.0,108.043,43.4,26777.561,76.88,0
2021-08,Iceland,10698.0,33.0,3.404,37.3,46482.958,82.99,1
2021-08,Ireland,347148.0,5130.0,69.874,38.7,67335.293,82.3,1
2021-08,Italy,4524292.0,129056.0,205.859,47.9,35220.084,83.51,1
2021-08,Latvia,142317.0,2741.0,31.212,43.9,25063.846,75.29,0
2021-08,Lithuania,298477.0,4536.0,45.135,43.5,29524.265,75.93,0
2021-08,Luxembourg,70008.0,550.0,231.447,39.7,94277.965,82.25,1
2021-08,Malta,36294.0,458.0,1454.037,42.4,36513.323,82.53,1
2021-08,Moldova,266784.0,6945.0,123.655,37.6,5189.972,71.9,0
2021-08,Montenegro,109127.0,1598.0,46.28,39.1,16409.288,76.88,0
2021-08,Netherlands,1939949.0,18037.0,508.544,43.2,48472.545,82.28,1
2021-08,North Macedonia,175612.0,6421.0,82.6,39.1,13111.214,75.8,0
2021-08,Norway,157446.0,842.0,14.462,39.7,64800.057,82.4,1
2021-08,Poland,2889611.0,75358.0,124.027,41.8,27216.445,78.73,0
2021-08,Portugal,1030754.0,17718.0,112.371,46.2,27936.896,82.05,0
2021-08,Romania,1095885.0,34509.0,85.129,43.0,23313.199,76.05,0
2021-08,Russia,6882827.0,181637.0,8.823,39.6,24765.954,72.58,0
2021-08,Serbia,755895.0,7257.0,80.291,41.2,14048.881,76.0,0
2021-08,Slovakia,394742.0,12548.0,113.128,41.2,30155.152,77.54,0
2021-08,Slovenia,266741.0,4796.0,102.619,44.5,31400.84,81.32,1
2021-08,Spain,4881973.0,86603.0,93.105,45.5,34272.36,83.56,1
2021-08,Sweden,1124225.0,14688.0,24.718,41.0,46949.283,82.8,1
2021-08,Switzerland,773134.0,10485.0,214.243,43.1,57410.166,83.78,1
2021-08,Ukraine,2242665.0,51178.0,77.39,41.4,7894.393,72.06,0
2021-08,United Kingdom,6873387.0,159152.0,272.898,40.8,39753.244,81.32,1
2021-09,Albania,166690.0,2619.0,104.871,38.0,11803.431,78.57,0
2021-09,Austria,725512.0,13338.0,106.749,44.4,45436.686,81.54,1
2021-09,Belarus,528229.0,4081.0,46.858,40.3,17167.967,74.79,0
2021-09,Belgium,1227539.0,25669.0,375.564,41.8,42658.576,81.63,1
2021-09,Bosnia and Herzegovina,231605.0,10443.0,68.496,42.5,11713.895,77.4,0
2021-09,Bulgaria,492365.0,20449.0,65.18,44.7,18563.307,75.05,0
2021-09,Croatia,399054.0,8580.0,73.726,44.0,22669.797,78.49,0
2021-09,Cyprus,119690.0,566.0,127.657,37.3,32415.132,80.98,1
2021-09,Czechia,1710171.0,30572.0,137.176,43.3,32605.906,79.38,1
2021-09,Denmark,359184.0,2640.0,136.52,42.3,46682.515,80.9,1
2021-09,Estonia,153921.0,1341.0,31.033,42.7,29481.252,78.74,0
2021-09,Finland,146563.0,1145.0,18.136,42.8,40585.721,81.91,1
2021-09,France,6613086.0,118239.0,122.578,42.0,38605.671,82.66,1
2021-09,Germany,4202003.0,95454.0,237.016,46.6,45229.245,81.33,1
2021-09,Greece,651942.0,14727.0,83.479,45.3,24574.382,82.24,0
2021-09,Hungary,820078.0,30151.0,108.043,43.4,26777.561,76.88,0
2021-09,Iceland,11712.0,33.0,3.404,37.3,46482.958,82.99,1
2021-09,Ireland,386419.0,5301.0,69.874,38.7,67335.293,82.3,1
2021-09,Italy,4657215.0,130653.0,205.859,47.9,35220.084,83.51,1
2021-09,Latvia,154784.0,2879.0,31.212,43.9,25063.846,75.29,0
2021-09,Lithuania,326369.0,4916.0,45.135,43.5,29524.265,75.93,0
2021-09,Luxembourg,72469.0,555.0,231.447,39.7,94277.965,82.25,1
2021-09,Malta,37276.0,474.0,1454.037,42.4,36513.323,82.53,1
2021-09,Moldova,288377.0,7248.0,123.655,37.6,5189.972,71.9,0
2021-09,Montenegro,124298.0,1777.0,46.28,39.1,16409.288,76.88,0
2021-09,Netherlands,1998921.0,18183.0,508.544,43.2,48472.545,82.28,1
2021-09,North Macedonia,189975.0,7173.0,82.6,39.1,13111.214,75.8,0
2021-09,Norway,187025.0,897.0,14.462,39.7,64800.057,82.4,1
2021-09,Poland,2904618.0,75587.0,124.027,41.8,27216.445,78.73,0
2021-09,Portugal,1065407.0,17942.0,112.371,46.2,27936.896,82.05,0
2021-09,Romania,1187773.0,36230.0,85.129,43.0,23313.199,76.05,0
2021-09,Russia,7420913.0,203900.0,8.823,39.6,24765.954,72.58,0
2021-09,Serbia,905677.0,8008.0,80.291,41.2,14048.881,76.0,0
2021-09,Slovakia,408488.0,12596.0,113.128,41.2,30155.152,77.54,0
2021-09,Slovenia,290068.0,4906.0,102.619,44.5,31400.84,81.32,1
2021-09,Spain,4971501.0,88233.0,93.105,45.5,34272.36,83.56,1
2021-09,Sweden,1150016.0,14857.0,24.718,41.0,46949.283,82.8,1
2021-09,Switzerland,832870.0,10675.0,214.243,43.1,57410.166,83.78,1
2021-09,Ukraine,2353130.0,53160.0,77.39,41.4,7894.393,72.06,0
2021-09,United Kingdom,7823123.0,163282.0,272.898,40.8,39753.244,81.32,1
2021-10,Albania,184340.0,2909.0,104.871,38.0,11803.431,78.57,0
2021-10,Austria,816962.0,13828.0,106.749,44.4,45436.686,81.54,1
2021-10,Belarus,598132.0,4614.0,46.858,40.3,17167.967,74.79,0
2021-10,Belgium,1367535.0,26127.0,375.564,41.8,42658.576,81.63,1
2021-10,Bosnia and Herzegovina,253757.0,11528.0,68.496,42.5,11713.895,77.4,0
2021-10,Bulgaria,601035.0,23918.0,65.18,44.7,18563.307,75.05,0
2021-10,Croatia,467029.0,9198.0,73.726,44.0,22669.797,78.49,0
2021-10,Cyprus,124333.0,592.0,127.657,37.3,32415.132,80.98,1
2021-10,Czechia,1785562.0,30891.0,137.176,43.3,32605.906,79.38,1
2021-10,Denmark,388751.0,2713.0,136.52,42.3,46682.515,80.9,1
2021-10,Estonia,195402.0,1531.0,31.033,42.7,29481.252,78.74,0
2021-10,Finland,168682.0,1330.0,18.136,42.8,40585.721,81.91,1
2021-10,France,6774109.0,119237.0,122.578,42.0,38605.671,82.66,1
2021-10,Germany,4616602.0,99272.0,237.016,46.6,45229.245,81.33,1
2021-10,Greece,749178.0,16013.0,83.479,45.3,24574.382,82.24,0
2021-10,Hungary,863419.0,30729.0,108.043,43.4,26777.561,76.88,0
2021-10,Iceland,13731.0,34.0,3.404,37.3,46482.958,82.99,1
2021-10,Ireland,445201.0,5564.0,69.874,38.7,67335.293,82.3,1
2021-10,Italy,4767440.0,132074.0,205.859,47.9,35220.084,83.51,1
2021-10,Latvia,219137.0,3619.0,31.212,43.9,25063.846,75.29,0
2021-10,Lithuania,410808.0,5888.0,45.135,43.5,29524.265,75.93,0
2021-10,Luxembourg,76899.0,575.0,231.447,39.7,94277.965,82.25,1
2021-10,Malta,37845.0,481.0,1454.037,42.4,36513.323,82.53,1
2021-10,Moldova,337115.0,8330.0,123.655,37.6,5189.972,71.9,0
2021-10,Montenegro,138939.0,1985.0,46.28,39.1,16409.288,76.88,0
2021-10,Netherlands,2144673.0,18506.0,508.544,43.2,48472.545,82.28,1
2021-10,North Macedonia,202710.0,7660.0,82.6,39.1,13111.214,75.8,0
2021-10,Norway,207461.0,949.0,14.462,39.7,64800.057,82.4,1
2021-10,Poland,3026589.0,77014.0,124.027,41.8,27216.445,78.73,0
2021-10,Portugal,1091020.0,18150.0,112.371,46.2,27936.896,82.05,0
2021-10,Romania,1640607.0,47324.0,85.129,43.0,23313.199,76.05,0
2021-10,Russia,8513790.0,238538.0,8.823,39.6,24765.954,72.58,0
2021-10,Serbia,1137820.0,9890.0,80.291,41.2,14048.881,76.0,0
2021-10,Slovakia,483773.0,13034.0,113.128,41.2,30155.152,77.54,0
2021-10,Slovenia,337243.0,5172.0,102.619,44.5,31400.84,81.32,1
2021-10,Spain,5030286.0,88934.0,93.105,45.5,34272.36,83.56,1
2021-10,Sweden,1173292.0,15032.0,24.718,41.0,46949.283,82.8,1
2021-10,Switzerland,873068.0,10853.0,214.243,43.1,57410.166,83.78,1
2021-10,Ukraine,2893963.0,65466.0,77.39,41.4,7894.393,72.06,0
2021-10,United Kingdom,9232804.0,168231.0,272.898,40.8,39753.244,81.32,1
2021-11,Albania,198732.0,3077.0,104.871,38.0,11803.431,78.57,0
2021-11,Austria,1124509.0,15160.0,106.749,44.4,45436.686,81.54,1
2021-11,Belarus,650168.0,5041.0,46.858,40.3,17167.967,74.79,0
2021-11,Belgium,1727544.0,26991.0,375.564,41.8,42658.576,81.63,1
2021-11,Bosnia and Herzegovina,273617.0,12479.0,68.496,42.5,11713.895,77.4,0
2021-11,Bulgaria,688628.0,28043.0,65.18,44.7,18563.307,75.05,0
2021-11,Croatia,599977.0,10695.0,73.726,44.0,22669.797,78.49,0
2021-11,Cyprus,132937.0,600.0,127.657,37.3,32415.132,80.98,1
2021-11,Czechia,2155390.0,33040.0,137.176,43.3,32605.906,79.38,1
2021-11,Denmark,477137.0,2863.0,136.52,42.3,46682.515,80.9,1
2021-11,Estonia,211559.0,1711.0,31.033,42.7,29481.252,78.74,0
2021-11,Finland,202469.0,1541.0,18.136,42.8,40585.721,81.91,1
2021-11,France,7203450.0,120453.0,122.578,42.0,38605.671,82.66,1
2021-11,Germany,5820646.0,109033.0,237.016,46.6,45229.245,81.33,1
2021-11,Greece,931043.0,18046.0,83.479,45.3,24574.382,82.24,0
2021-11,Hungary,1068888.0,33866.0,108.043,43.4,26777.561,76.88,0
2021-11,Iceland,17766.0,35.0,3.404,37.3,46482.958,82.99,1
2021-11,Ireland,556064.0,5808.0,69.874,38.7,67335.293,82.3,1
2021-11,Italy,4994891.0,133627.0,205.859,47.9,35220.084,83.51,1
2021-11,Latvia,252411.0,4468.0,31.212,43.9,25063.846,75.29,0
2021-11,Lithuania,471243.0,6709.0,45.135,43.5,29524.265,75.93,0
2021-11,Luxembourg,84317.0,604.0,231.447,39.7,94277.965,82.25,1
2021-11,Malta,39503.0,488.0,1454.037,42.4,36513.323,82.53,1
2021-11,Moldova,362326.0,9633.0,123.655,37.6,5189.972,71.9,0
2021-11,Montenegro,151269.0,2167.0,46.28,39.1,16409.288,76.88,0
2021-11,Netherlands,2643838.0,19648.0,508.544,43.2,48472.545,82.28,1
2021-11,North Macedonia,215104.0,8062.0,82.6,39.1,13111.214,75.8,0
2021-11,Norway,261151.0,1144.0,14.462,39.7,64800.057,82.4,1
2021-11,Poland,3508844.0,83047.0,124.027,41.8,27216.445,78.73,0
2021-11,Portugal,1143149.0,18426.0,112.371,46.2,27936.896,82.05,0
2021-11,Romania,1775572.0,56169.0,85.129,43.0,23313.199,76.05,0
2021-11,Russia,9570373.0,272755.0,8.823,39.6,24765.954,72.58,0
2021-11,Serbia,1248719.0,11537.0,80.291,41.2,14048.881,76.0,0
2021-11,Slovakia,667961.0,14274.0,113.128,41.2,30155.152,77.54,0
2021-11,Slovenia,418554.0,5694.0,102.619,44.5,31400.84,81.32,1
2021-11,Spain,5171584.0,89540.0,93.105,45.5,34272.36,83.56,1
2021-11,Sweden,1202626.0,15143.0,24.718,41.0,46949.283,82.8,1
2021-11,Switzerland,1000835.0,11128.0,214.243,43.1,57410.166,83.78,1
2021-11,Ukraine,3385552.0,82851.0,77.39,41.4,7894.393,72.06,0
2021-11,United Kingdom,10346779.0,172547.0,272.898,40.8,39753.244,81.32,1
2021-12,Albania,207221.0,3187.0,104.871,38.0,11803.431,78.57,0
2021-12,Austria,1252088.0,16587.0,106.749,44.4,45436.686,81.54,1
2021-12,Belarus,692601.0,5484.0,46.858,40.3,17167.967,74.79,0
2021-12,Belgium,2048110.0,28192.0,375.564,41.8,42658.576,81.63,1
2021-12,Bosnia and Herzegovina,287716.0,13283.0,68.496,42.5,11713.895,77.4,0
2021-12,Bulgaria,733882.0,30528.0,65.18,44.7,18563.307,75.05,0
2021-12,Croatia,693102.0,12279.0,73.726,44.0,22669.797,78.49,0
2021-12,Cyprus,149848.0,637.0,127.657,37.3,32415.132,80.98,1
2021-12,Czechia,2486451.0,35988.0,137.176,43.3,32605.906,79.38,1
2021-12,Denmark,697563.0,3197.0,136.52,42.3,46682.515,80.9,1
2021-12,Estonia,226809.0,1828.0,31.033,42.7,29481.252,78.74,0
2021-12,Finland,322835.0,1836.0,18.136,42.8,40585.721,81.91,1
2021-12,France,8709926.0,124165.0,122.578,42.0,38605.671,82.66,1
2021-12,Germany,7014043.0,117692.0,237.016,46.6,45229.245,81.33,1
2021-12,Greece,1085087.0,20505.0,83.479,45.3,24574.382,82.24,0
2021-12,Hungary,1237330.0,38307.0,108.043,43.4,26777.561,76.88,0
2021-12,Iceland,24206.0,37.0,3.404,37.3,46482.958,82.99,1
2021-12,Ireland,696093.0,6054.0,69.874,38.7,67335.293,82.3,1
2021-12,Italy,5622431.0,136530.0,205.859,47.9,35220.084,83.51,1
2021-12,Latvia,271429.0,4815.0,31.212,43.9,25063.846,75.29,0
2021-12,Lithuania,516006.0,7302.0,45.135,43.5,29524.265,75.93,0
2021-12,Luxembourg,95888.0,635.0,231.447,39.7,94277.965,82.25,1
2021-12,Malta,47436.0,493.0,1454.037,42.4,36513.323,82.53,1
2021-12,Moldova,374349.0,10184.0,123.655,37.6,5189.972,71.9,0
2021-12,Montenegro,158010.0,2276.0,46.28,39.1,16409.288,76.88,0
2021-12,Netherlands,3085502.0,20960.0,508.544,43.2,48472.545,82.28,1
2021-12,North Macedonia,223309.0,8352.0,82.6,39.1,13111.214,75.8,0
2021-12,Norway,375290.0,1335.0,14.462,39.7,64800.057,82.4,1
2021-12,Poland,4050832.0,94330.0,124.027,41.8,27216.445,78.73,0
2021-12,Portugal,1282648.0,18888.0,112.371,46.2,27936.896,82.05,0
2021-12,Romania,1802396.0,58536.0,85.129,43.0,23313.199,76.05,0
2021-12,Russia,10392020.0,304218.0,8.823,39.6,24765.954,72.58,0
2021-12,Serbia,1289493.0,12568.0,80.291,41.2,14048.881,76.0,0
2021-12,Slovakia,825629.0,16398.0,113.128,41.2,30155.152,77.54,0
2021-12,Slovenia,456842.0,6089.0,102.619,44.5,31400.84,81.32,1
2021-12,Spain,6100138.0,91275.0,93.105,45.5,34272.36,83.56,1
2021-12,Sweden,1286608.0,15302.0,24.718,41.0,46949.283,82.8,1
2021-12,Switzerland,1253630.0,11828.0,214.243,43.1,57410.166,83.78,1
2021-12,Ukraine,3606084.0,92533.0,77.39,41.4,7894.393,72.06,0
2021-12,United Kingdom,12574779.0,176159.0,272.898,40.8,39753.244,81.32,1
